,ba_m,cognitive_translate,cognitive_exponent,repetition,run,pearson,euclidean,mape
132,3,0,1,4,13,-0.2513279351206847,330.0706705680128,0.4770834747471171
133,3,0,1,4,14,-0.24251138659923477,343.7694476504842,0.5062209880258264
134,3,0,1,4,15,-0.31374697639550647,333.52584393165984,0.48931416953664536
135,3,0,1,4,16,-0.3042927434978323,335.33477175349253,0.4934440203778048
136,3,0,1,4,17,-0.16204717416667816,334.76323947477806,0.49474643555153824
137,3,0,1,4,18,-0.2640916249268008,321.1496662212888,0.46521648346543515
138,3,0,1,4,19,-0.264120327814174,345.580002784812,0.5043774455133873
139,3,0,1,4,20,-0.2751649874811534,325.6527694007337,0.4729868298952578
140,3,0,1,4,21,-0.2832127760273458,338.00382059168095,0.4928280493842092
141,3,0,1,4,22,-0.27325331217468823,322.2905000107734,0.4670042367417398
142,3,0,1,4,23,-0.278709566608853,328.3961990191578,0.4753004522300477
143,3,0,1,4,24,-0.19850024639584962,338.9490546341347,0.5017165971057853
144,3,0,1,4,25,-0.14724060395353314,313.4134324120511,0.4608966842721538
145,3,0,1,4,26,-0.23079893581882724,335.24433738274485,0.4971128983365503
146,3,0,1,4,27,-0.1913981166107986,327.73347196663013,0.47533388891880163
147,3,0,1,4,28,-0.32971669039121326,329.2528268675879,0.4780063267827817
148,3,0,1,4,29,-0.124504927107086,332.52772578463885,0.49336725850728363
149,3,0,1,5,0,-0.2875284127053682,359.36398154954924,0.5306648575048549
150,3,0,1,5,1,-0.27862886315176705,353.02876130211934,0.525204806707204
151,3,0,1,5,2,-0.1317175396829046,320.5192797705381,0.4644657279943665
152,3,0,1,5,3,-0.2907653023924444,326.9796416085033,0.47447343280747556
153,3,0,1,5,4,-0.15669182565428577,329.5060244404463,0.48505213949244735
154,3,0,1,5,5,-0.2449472766356726,323.83786782649827,0.4670039637654631
155,3,0,1,5,6,-0.23305318318234672,343.74802130632753,0.5134508077880806
156,3,0,1,5,7,-0.19492188797854304,336.6489417563443,0.4933498047870444
157,3,0,1,5,8,-0.28525266482278017,346.94089880609954,0.5138330359069584
158,3,0,1,5,9,-0.2149046497129663,326.06263664010464,0.4743970525671542
159,3,0,1,5,10,-0.21101595714902158,334.843450744548,0.4875016151427409
160,3,0,1,5,11,-0.18347082197202016,344.9847114867664,0.50397178575267
161,3,0,1,5,12,-0.3388116669189331,361.59450485293445,0.545722609171989
162,3,0,1,5,13,-0.2696532589810942,331.0759700885289,0.4865365101346463
163,3,0,1,5,14,-0.27300103594699077,336.7689101942724,0.49768977188916425
164,3,0,1,5,15,-0.3936794694091518,343.6851898374766,0.5070858928913181
165,3,0,1,5,16,-0.2132323568542893,323.63810818302164,0.4681225479177434
166,3,0,1,5,17,-0.2837005393474961,349.144096061418,0.512789108261998
167,3,0,1,5,18,-0.21702724297021603,343.60785562309525,0.5071915489811006
168,3,0,1,5,19,-0.13594299391602396,331.2083675501716,0.4868306096598957
169,3,0,1,5,20,-0.29474131846519674,334.307249332164,0.48854414214750314
170,3,0,1,5,21,-0.2526307771590448,329.3733076270076,0.4804177206920374
171,3,0,1,5,22,-0.287531756003723,344.1444270526171,0.5003345929494183
172,3,0,1,5,23,-0.18805179244134726,324.92160223409525,0.47417461850141834
173,3,0,1,5,24,-0.3054535345800305,320.38162410816966,0.4607622145756097
174,3,0,1,5,25,-0.3087108783338223,332.54741813863245,0.48747440245982815
175,3,0,1,5,26,-0.25243916518152076,345.07099605254774,0.5089191358897555
176,3,0,1,5,27,-0.27015597817819537,350.80340454092203,0.5207988594364686
177,3,0,1,5,28,-0.24839817445190546,336.2796944807464,0.48911949665294197
178,3,0,1,5,29,-0.2976817965331762,359.12032192369935,0.5339581716572727
179,3,0,1,6,0,-0.15989194347060529,342.1047254293923,0.5084197404330033
180,3,0,1,6,1,-0.16819812310167417,334.6686367142724,0.4901704488969625
181,3,0,1,6,2,-0.15134080434577094,338.74532811643144,0.496997630579257
182,3,0,1,6,3,-0.24985776988531738,344.23999358382093,0.5102643613529216
183,3,0,1,6,4,-0.1895811884681343,340.66255598044273,0.5007293453892947
184,3,0,1,6,5,-0.131777032311263,340.13322654065763,0.5032139384971653
185,3,0,1,6,6,-0.20023831156114272,334.53943317744563,0.4928173142145546
186,3,0,1,6,7,-0.14227128731896088,334.18472398628865,0.4894568019210113
187,3,0,1,6,8,-0.11304002205961115,337.7305733477363,0.49474867249261284
188,3,0,1,6,9,-0.2774200459016145,340.4144360980595,0.4972283667446362
189,3,0,1,6,10,-0.1340459863837668,344.5988201751629,0.514226535034545
190,3,0,1,6,11,-0.1611947106115181,344.7386366003464,0.5103397177922311
191,3,0,1,6,12,-0.277604268074602,340.82767713909976,0.5020342475760368
192,3,0,1,6,13,-0.152906806240065,335.17297623236544,0.4909676160305798
193,3,0,1,6,14,-0.050203748684837256,338.0658910457386,0.5061336010698064
194,3,0,1,6,15,-0.2005591750112042,342.3018411262412,0.5018906480181451
195,3,0,1,6,16,-0.0832156697049003,329.51322007254316,0.47996980490796054
196,3,0,1,6,17,-0.13312876585138564,343.03901608435945,0.5139400553242055
197,3,0,1,6,18,-0.14787577645410546,333.51725750452493,0.4935412102012455
198,3,0,1,6,19,-0.14574585118842223,328.9140861145618,0.4800990287773594
199,3,0,1,6,20,-0.18085755458163102,344.74350331086924,0.5045792057932307
200,3,0,1,6,21,-0.2007708911004488,331.56576881616485,0.484437711225687
201,3,0,1,6,22,-0.24240940807139522,329.88218077258057,0.4823965773787308
202,3,0,1,6,23,-0.1606811765549699,323.84211677887293,0.4710716101699164
203,3,0,1,6,24,-0.19055010434082265,337.58963584935947,0.4941671415833782
204,3,0,1,6,25,-0.18815545179172852,351.71219759287374,0.5199791220167719
205,3,0,1,6,26,-0.18510574523919102,338.36615471154965,0.49665054245677415
206,3,0,1,6,27,-0.172081025642806,350.4177944319219,0.5130878659169394
207,3,0,1,6,28,-0.1199297678261985,336.24782233116895,0.4902289402645264
208,3,0,1,6,29,-0.11853910991211421,333.30896303687,0.48610170696900606
209,3,0,1,7,0,-0.2260864637473219,340.51330284471237,0.5071641562995212
210,3,0,1,7,1,-0.2037856363137851,316.86460612055566,0.460251762600594
211,3,0,1,7,2,-0.1951158868590502,332.9351642615466,0.4913498708959481
212,3,0,1,7,3,-0.23866106448087723,342.666536335374,0.5045490319370707
213,3,0,1,7,4,-0.32062542453599585,339.3472339988391,0.4965870612062749
214,3,0,1,7,5,-0.2597512555484775,343.36921973294824,0.503033477652512
215,3,0,1,7,6,-0.37509322682707946,336.6157283860536,0.4883571999527661
216,3,0,1,7,7,-0.2929455246370833,330.9815714688471,0.48281374233117336
217,3,0,1,7,8,-0.3329145457238914,346.5453518707796,0.511335885471819
218,3,0,1,7,9,-0.26644795806037963,335.73319401668283,0.4974353182082605
219,3,0,1,7,10,-0.2698081540715704,328.7991348009411,0.4738465875719251
220,3,0,1,7,11,-0.3071681641021648,333.0948101041368,0.4827643796442982
221,3,0,1,7,12,-0.28119161524980024,333.1834474348644,0.4851270111386354
222,3,0,1,7,13,-0.24093598119761087,331.3534469809361,0.4768431204726454
223,3,0,1,7,14,-0.2798473279209619,351.9764212662694,0.5132501856096177
224,3,0,1,7,15,-0.32902333012515556,342.9258008660097,0.5065833542754713
225,3,0,1,7,16,-0.19198083387596046,316.93369942457235,0.4599305470868309
226,3,0,1,7,17,-0.29147734803046504,339.0805308364136,0.4983526982800071
227,3,0,1,7,18,-0.28306033584813967,342.4052260605572,0.5036259563944786
228,3,0,1,7,19,-0.2663120274314991,321.4881347467978,0.46096966670783074
229,3,0,1,7,20,-0.2657737820533158,327.89948033155497,0.4780771055806168
230,3,0,1,7,21,-0.1903203146100624,331.2511425303624,0.48503981381344397
231,3,0,1,7,22,-0.16682911762474004,333.0566703421312,0.4892645152880346
232,3,0,1,7,23,-0.16869490626484093,325.80119149751914,0.4776879034795778
233,3,0,1,7,24,-0.28422104125934583,314.47291962869724,0.4568861537773888
234,3,0,1,7,25,-0.17897241924652518,320.5256679647564,0.46408059902892695
235,3,0,1,7,26,-0.18446841788792198,333.2606081502024,0.4826040099937942
236,3,0,1,7,27,-0.19560578100289283,344.2089053434843,0.5024073427741758
237,3,0,1,7,28,-0.20203604086911464,349.56348836887764,0.5185541430161555
238,3,0,1,7,29,-0.316775096532476,331.13119033085053,0.4793902456368861
239,3,0,1,8,0,-0.2002305177707089,334.3458232701327,0.4992511839757589
240,3,0,1,8,1,-0.19256741081382453,340.86354413069535,0.49824604483452867
241,3,0,1,8,2,-0.09266424064435068,321.1788943225493,0.4637545431540737
242,3,0,1,8,3,-0.11038783044893426,327.34781599329204,0.473999989811478
243,3,0,1,8,4,-0.14716396935505285,321.39905069097597,0.4673178761000954
244,3,0,1,8,5,-0.16167458904847384,334.01772768336303,0.48795012545670513
245,3,0,1,8,6,-0.032861653013629366,310.60255985413556,0.4567477866175773
246,3,0,1,8,7,-0.15699832412185918,333.1867244305083,0.49353364666452976
247,3,0,1,8,8,-0.16264675157886255,335.30155159156305,0.49310151819654663
248,3,0,1,8,9,-0.0907497371430875,316.07253116012924,0.4488475261362202
249,3,0,1,8,10,-0.1878003963742864,326.9640749848042,0.47672528441306833
250,3,0,1,8,11,-0.20545318142286098,345.5452893713072,0.508776032682098
251,3,0,1,8,12,-0.209455111993576,317.5858900954208,0.4590849165282167
252,3,0,1,8,13,-0.23136611135458715,343.8518780595627,0.5061416131491951
253,3,0,1,8,14,-0.16607212171827648,338.2850034947333,0.49551719840586417
254,3,0,1,8,15,-0.14923292684761905,329.74449223123565,0.48622478877057373
255,3,0,1,8,16,-0.24764028112512707,327.85507717452793,0.48066056240336064
256,3,0,1,8,17,-0.2343889853376142,333.39339449656063,0.4899651407846994
257,3,0,1,8,18,-0.21803763097625964,351.0527121958355,0.5200195495001305
258,3,0,1,8,19,-0.2115959015718681,338.03068328946455,0.4954949506076994
259,3,0,1,8,20,-0.13602184452817037,338.27833864979226,0.4888912287554475
260,3,0,1,8,21,-0.19470844822260788,342.49503271553937,0.5062248618406185
261,3,0,1,8,22,-0.17210091309432207,334.56051516018744,0.49317207108331534
262,3,0,1,8,23,-0.13803498094294245,336.2619200023482,0.49753379645445794
263,3,0,1,8,24,-0.21046260584980003,340.26225461489764,0.49662907944405
264,3,0,1,8,25,-0.25869820377106995,342.1295528966637,0.5017962869992292
265,3,0,1,8,26,-0.24193636442176736,327.61949564489527,0.4753379397651439
266,3,0,1,8,27,-0.1258528235469772,345.07951866494864,0.5087955537420927
267,3,0,1,8,28,-0.25359997321218525,339.05874779710206,0.4970085239678485
268,3,0,1,8,29,-0.23043236585767002,336.51115108707216,0.49467613361857204
269,3,0,1,9,0,-0.2378813085773768,324.928808725224,0.46352758362689733
270,3,0,1,9,1,-0.26994703399852965,342.83157269481325,0.5012607961445278
271,3,0,1,9,2,-0.18992935310073575,339.4090895237107,0.5007119134557771
272,3,0,1,9,3,-0.1272798723026531,332.4632201342896,0.4820435072445512
273,3,0,1,9,4,-0.23919760854707847,332.8594803564403,0.48549580825910726
274,3,0,1,9,5,-0.331826755009226,343.70298133899223,0.5071385942363204
275,3,0,1,9,6,-0.289105012175444,337.39246101861664,0.4946396630979774
276,3,0,1,9,7,-0.21002700389147508,337.76480303014466,0.4971060035445842
277,3,0,1,9,8,-0.3504876528342642,348.94257236130994,0.5163168982764845
278,3,0,1,9,9,-0.2561946310895619,329.3250121521455,0.48088722821259516
279,3,0,1,9,10,-0.32142098613852815,342.8129605467968,0.504700816934623
280,3,0,1,9,11,-0.2760940610066733,332.4503969472917,0.4791075095999973
281,3,0,1,9,12,-0.22875868750882847,361.68437596203745,0.5418961927128266
282,3,0,1,9,13,-0.30369922626277174,336.6666146850683,0.4940621214939757
283,3,0,1,9,14,-0.14100685436337176,327.57538307373494,0.47282232948539177
284,3,0,1,9,15,-0.3133643456943787,341.67889009520417,0.49612769578139
285,3,0,1,9,16,-0.21516533684837938,324.70020561509926,0.47566721029308007
286,3,0,1,9,17,-0.2631122440441997,317.4380966467699,0.45849030232960136
287,3,0,1,9,18,-0.21841179902037297,323.31571060423795,0.47621045500943443
288,3,0,1,9,19,-0.2399571130789119,338.85834525241,0.4993009372278661
289,3,0,1,9,20,-0.2550629289188841,337.5908252391062,0.49593537762862794
290,3,0,1,9,21,-0.33018333433357183,337.35789144451564,0.4952980655961075
291,3,0,1,9,22,-0.17774508325477437,337.2099488214836,0.49921288993064206
292,3,0,1,9,23,-0.3802136693224499,340.74739239956375,0.4930315217202968
293,3,0,1,9,24,-0.20083315069145105,333.73064245732684,0.4860639541056531
294,3,0,1,9,25,-0.15099423061579045,341.569900646032,0.4958416421702778
295,3,0,1,9,26,-0.2657689736583387,345.8789220953536,0.5112320754147414
296,3,0,1,9,27,-0.1745353644322443,336.8487449529763,0.49256102195294904
297,3,0,1,9,28,-0.26218143937418553,334.64922272740006,0.48271297275338015
298,3,0,1,9,29,-0.23244548301629064,351.1909539666073,0.5226463776725917
299,3,0,2,0,0,-0.15238779406109007,239.19427833728753,0.34519238716617334
300,3,0,2,0,1,-0.048381557483456884,204.68550197642898,0.2947568367102052
301,3,0,2,0,2,-0.14951461201606034,229.74867840681415,0.32309275685074756
302,3,0,2,0,3,-0.16845283162994354,241.23414476899828,0.33643144966277866
303,3,0,2,0,4,-0.1605255963690034,220.91176150615271,0.30994417016360476
304,3,0,2,0,5,-0.024624505782675752,207.62842808041555,0.2902244557601495
305,3,0,2,0,6,-0.1679466981308115,217.7378932162935,0.30395869117599794
306,3,0,2,0,7,-0.2077565820070225,239.2162938921143,0.3379095593626113
307,3,0,2,0,8,-0.2865246611298887,240.92951465269786,0.33872677559076986
308,3,0,2,0,9,-0.09242824670524406,209.87460670829742,0.2915094315470756
309,3,0,2,0,10,-0.23916140667324348,237.1780535528534,0.33089391931665724
310,3,0,2,0,11,-0.04430992239866242,204.46800952555873,0.286377460333156
311,3,0,2,0,12,-0.09718513356601825,222.4622739734872,0.3088024630029776
312,3,0,2,0,13,-0.1214036554817161,233.12483643316003,0.32826359623947393
313,3,0,2,0,14,-0.07555577576452664,203.23177020664602,0.2851694983257207
314,3,0,2,0,15,-0.17417663379809245,235.12372660148435,0.32732603148959444
315,3,0,2,0,16,-0.06349225926471991,213.24557127837224,0.29840667810801486
316,3,0,2,0,17,-0.07810716936584854,231.0507275153283,0.32603820732631433
317,3,0,2,0,18,-0.29041997838145794,224.32227651257122,0.31688008740593226
318,3,0,2,0,19,-0.011035306674736204,191.54117141044244,0.266744184391627
319,3,0,2,0,20,-0.11952374810653817,222.86759828156877,0.3051932329709315
320,3,0,2,0,21,-0.19875076404835776,222.75992822092272,0.3133306805551139
321,3,0,2,0,22,-0.2255303639056001,232.70367412279094,0.3310187630279567
322,3,0,2,0,23,-0.011472265213865898,229.98368317382207,0.33789070619146666
323,3,0,2,0,24,-0.15443931017604554,208.85055588073067,0.2907574850736622
324,3,0,2,0,25,-0.17261267552183157,213.93435042500892,0.30070282776584717
325,3,0,2,0,26,-0.30153779096498007,223.04803874436496,0.32184023668159795
326,3,0,2,0,27,-0.1773221043459462,223.60030085340804,0.3194587756046021
327,3,0,2,0,28,-0.33398315084371816,251.59641346191663,0.362521930457638
328,3,0,2,0,29,-0.1492707524423759,214.56553867933215,0.3102912760880626
329,3,0,2,1,0,-0.053827492376350754,225.80343952721714,0.317157321338924
330,3,0,2,1,1,-0.31218529675663476,230.03992849827273,0.32898824361687407
331,3,0,2,1,2,-0.06608411989744065,216.01575114599754,0.3102015743549906
332,3,0,2,1,3,-0.005572663817397035,242.66624245850812,0.36034681108960714
333,3,0,2,1,4,-0.008323647461084775,221.02983973641474,0.321625757355569
334,3,0,2,1,5,-0.3019312806359122,235.6687432231573,0.329639017908558
335,3,0,2,1,6,-0.2604415390667057,237.89288679601205,0.33819685275694894
336,3,0,2,1,7,-0.17272315849216358,227.56421078489677,0.3171577391232853
337,3,0,2,1,8,-0.199355660413319,221.23827468789673,0.3161524453016365
338,3,0,2,1,9,-0.1418092343585086,229.9321441153146,0.32274310825808983
339,3,0,2,1,10,-0.07448580914802978,218.29393493117269,0.30499492001646317
340,3,0,2,1,11,0.037365312016447244,212.81997581141195,0.2968262640872163
341,3,0,2,1,12,-0.25833559087416164,234.5596806315735,0.32814033353674554
342,3,0,2,1,13,-0.22540281907022175,242.66009928948654,0.34781411116272554
343,3,0,2,1,14,-0.08156098820913942,228.26237015819538,0.31429499383095777
344,3,0,2,1,15,-0.12255569744090268,228.50198657002795,0.3278802500354331
345,3,0,2,1,16,-0.050082607441456505,210.01391215052968,0.29274748651668014
346,3,0,2,1,17,-0.10013071550422244,239.67081832363237,0.3397519052268036
347,3,0,2,1,18,-0.10360990471213523,221.9300003983792,0.3182094229988858
348,3,0,2,1,19,-0.17101730955347816,226.28230908215335,0.3238557526264934
349,3,0,2,1,20,-0.09209897169430002,212.2383116010028,0.2971446377067933
350,3,0,2,1,21,-0.134649350700268,211.5370623482005,0.2998929195358158
351,3,0,2,1,22,-0.2335414886307731,260.58344299460634,0.3755761988302728
352,3,0,2,1,23,-0.12131206044311353,234.08545679165408,0.3327293658239174
353,3,0,2,1,24,-0.19178955068129785,236.1673429926899,0.3388159919097557
354,3,0,2,1,25,-0.27746814169465056,235.3332700976357,0.3366677488864214
355,3,0,2,1,26,-0.06739711638732565,196.90280007257158,0.2803355832364222
