,id,article_id,attribute,code,confidence,session_id,datetime
826,1120,1,mw_appearance_training,2,4,44186,2023-08-22 12:26:09
827,1121,1,mw_efficacy_health_training,1,7,44186,2023-08-22 12:26:09
828,1122,1,mw_attention_trust_training,2,7,44186,2023-08-22 12:26:09
829,1123,1,mw_comfort_breathe_training,0,4,44186,2023-08-22 12:26:09
830,1124,1,mw_attention_uncomfortable_training,2,7,44186,2023-08-22 12:26:09
831,1125,1,mw_inconvenience_hassle_training,1,5,44186,2023-08-22 12:26:09
832,1126,1,mw_independence_authority_training,1,4,44186,2023-08-22 12:26:09
833,1127,1,mw_efficacy_eff_training,1,7,44186,2023-08-22 12:26:09
834,1128,1,mw_independence_forced_training,2,7,44186,2023-08-22 12:26:09
835,1129,1,mw_compensation_training,2,7,44186,2023-08-22 12:26:09
836,1130,1,mw_comfort_hot_training,2,4,44186,2023-08-22 12:26:09
837,1131,1,mw_access_cost_training,2,7,44186,2023-08-22 12:26:10
838,1132,1,mw_access_diff_training,2,4,44186,2023-08-22 12:26:10
839,1133,1,mw_inconvenience_remember_training,1,5,44186,2023-08-22 12:26:10
840,1134,2,mw_efficacy_eff_training,2,7,44186,2023-08-22 12:28:51
841,1135,2,mw_attention_trust_training,2,7,44186,2023-08-22 12:28:51
842,1136,2,mw_comfort_breathe_training,2,7,44186,2023-08-22 12:28:51
843,1137,2,mw_attention_uncomfortable_training,2,7,44186,2023-08-22 12:28:51
844,1138,2,mw_independence_authority_training,2,7,44186,2023-08-22 12:28:51
845,1139,2,mw_appearance_training,2,7,44186,2023-08-22 12:28:51
846,1140,2,mw_access_diff_training,2,7,44186,2023-08-22 12:28:51
847,1141,2,mw_independence_forced_training,2,7,44186,2023-08-22 12:28:51
848,1142,2,mw_efficacy_health_training,2,7,44186,2023-08-22 12:28:51
849,1143,2,mw_inconvenience_remember_training,2,7,44186,2023-08-22 12:28:51
850,1144,2,mw_access_cost_training,2,7,44186,2023-08-22 12:28:51
851,1145,2,mw_compensation_training,2,7,44186,2023-08-22 12:28:51
852,1146,2,mw_inconvenience_hassle_training,2,7,44186,2023-08-22 12:28:51
853,1147,2,mw_comfort_hot_training,2,7,44186,2023-08-22 12:28:51
854,1148,3,mw_access_diff_training,2,7,44186,2023-08-22 12:30:33
855,1149,3,mw_inconvenience_remember_training,2,7,44186,2023-08-22 12:30:33
856,1150,3,mw_comfort_breathe_training,2,7,44186,2023-08-22 12:30:33
857,1151,3,mw_independence_forced_training,2,7,44186,2023-08-22 12:30:33
858,1152,3,mw_independence_authority_training,2,7,44186,2023-08-22 12:30:33
859,1153,3,mw_appearance_training,2,7,44186,2023-08-22 12:30:33
860,1154,3,mw_inconvenience_hassle_training,2,7,44186,2023-08-22 12:30:33
861,1155,3,mw_access_cost_training,2,7,44186,2023-08-22 12:30:33
862,1156,3,mw_attention_trust_training,2,7,44186,2023-08-22 12:30:33
863,1157,3,mw_compensation_training,2,7,44186,2023-08-22 12:30:33
864,1158,3,mw_attention_uncomfortable_training,2,7,44186,2023-08-22 12:30:33
865,1159,3,mw_efficacy_eff_training,2,7,44186,2023-08-22 12:30:33
866,1160,3,mw_efficacy_health_training,2,7,44186,2023-08-22 12:30:33
867,1161,3,mw_comfort_hot_training,2,7,44186,2023-08-22 12:30:33
868,1162,4,mw_compensation_training,2,7,44186,2023-08-22 12:32:41
869,1163,4,mw_independence_forced_training,0,5,44186,2023-08-22 12:32:41
870,1164,4,mw_attention_trust_training,0,7,44186,2023-08-22 12:32:41
871,1165,4,mw_inconvenience_hassle_training,0,7,44186,2023-08-22 12:32:41
872,1166,4,mw_inconvenience_remember_training,2,7,44186,2023-08-22 12:32:41
873,1167,4,mw_efficacy_health_training,2,7,44186,2023-08-22 12:32:41
874,1168,4,mw_independence_authority_training,0,7,44186,2023-08-22 12:32:41
875,1169,4,mw_efficacy_eff_training,2,7,44186,2023-08-22 12:32:41
876,1170,4,mw_comfort_hot_training,2,7,44186,2023-08-22 12:32:41
877,1171,4,mw_access_cost_training,2,7,44186,2023-08-22 12:32:42
878,1172,4,mw_comfort_breathe_training,2,7,44186,2023-08-22 12:32:42
879,1173,4,mw_attention_uncomfortable_training,0,7,44186,2023-08-22 12:32:42
880,1174,4,mw_access_diff_training,0,7,44186,2023-08-22 12:32:42
881,1175,4,mw_appearance_training,0,7,44186,2023-08-22 12:32:42
882,1176,5,mw_comfort_breathe_training,2,7,44186,2023-08-22 12:34:18
883,1177,5,mw_attention_uncomfortable_training,2,7,44186,2023-08-22 12:34:18
884,1178,5,mw_access_diff_training,2,7,44186,2023-08-22 12:34:18
885,1179,5,mw_independence_forced_training,2,7,44186,2023-08-22 12:34:18
886,1180,5,mw_independence_authority_training,2,7,44186,2023-08-22 12:34:18
887,1181,5,mw_access_cost_training,2,7,44186,2023-08-22 12:34:18
888,1182,5,mw_attention_trust_training,2,7,44186,2023-08-22 12:34:18
889,1183,5,mw_efficacy_eff_training,1,7,44186,2023-08-22 12:34:18
890,1184,5,mw_inconvenience_hassle_training,2,7,44186,2023-08-22 12:34:18
891,1185,5,mw_comfort_hot_training,2,7,44186,2023-08-22 12:34:18
892,1186,5,mw_appearance_training,2,7,44186,2023-08-22 12:34:18
893,1187,5,mw_efficacy_health_training,0,7,44186,2023-08-22 12:34:18
894,1188,5,mw_inconvenience_remember_training,2,7,44186,2023-08-22 12:34:18
895,1189,5,mw_compensation_training,2,7,44186,2023-08-22 12:34:18
